player,season,GP_sum,MIN_sum,FG_accuracy,3P_accuracy,FT_accuracy,points_per_min,overall_shooting_accuracy
Jimmy Baron,2013 - 2014,48,1203.3,0.4467,0.3846,0.9688,0.4862,0.5137
Jimmy Baron,2015 - 2016,38,1031.2,0.4396,0.3702,0.9341,0.5644,0.4728
Jimmy Baron,2017 - 2018,53,1055.2,0.4052,0.3731,0.9464,0.4208,0.4424
Jimmy Baron,2018 - 2019,33,1002.0,0.4872,0.4409,0.9545,0.4481,0.5266
Jimmy Baron,2019 - 2020,24,595.0,0.3816,0.4058,0.8276,0.4,0.4251
Jimmy Baxter,2005 - 2006,36,1030.0,0.5485,0.3968,0.8229,0.5641,0.5599
Jimmy Baxter,2007 - 2008,12,365.1,0.5355,0.4821,0.8409,0.63,0.5765
Jimmy Baxter,2008 - 2009,6,201.0,0.4815,0.375,0.7143,0.4577,0.4732
Jimmy Baxter,2014 - 2015,38,1198.0,0.434,0.35,0.825,0.4658,0.4481
Jimmy Butler,2012 - 2013,94,2623.6,0.4609,0.3873,0.8056,0.3297,0.5449
Jimmy Butler,2013 - 2014,72,2808.1,0.396,0.2846,0.7701,0.3369,0.4734
Jimmy Butler,2014 - 2015,77,3019.7,0.4578,0.3811,0.8318,0.5219,0.5512
Jimmy Butler,2016 - 2017,82,3047.7,0.4529,0.3579,0.8617,0.6405,0.5675
Jimmy Butler,2017 - 2018,64,2334.4,0.4726,0.3594,0.8533,0.5937,0.5602
Jimmy Butler,2018 - 2019,77,2606.0,0.4606,0.3319,0.8581,0.5556,0.5422
Jimmy Butler,2019 - 2020,79,2765.8,0.4644,0.2716,0.8408,0.5872,0.5878
Jimmy Gavin,2016 - 2017,38,813.5,0.3808,0.3409,0.7288,0.429,0.405
Jimmy Gavin,2017 - 2018,10,154.9,0.3913,0.3636,0.7647,0.51,0.437
Jimmy Gavin,2019 - 2020,17,601.0,0.4722,0.35,0.7179,0.5591,0.4822
Jimmy Hall,2019 - 2020,10,268.0,0.6311,0.5,0.6944,0.5821,0.6454
Jimmy Langhurst,2011 - 2012,27,957.3,0.4729,0.4559,0.9196,0.5192,0.5526
Jimmy McKinney,2006 - 2007,60,1839.0,0.4198,0.3852,0.7717,0.4013,0.4731
Jimmy McKinney,2009 - 2010,78,1559.6,0.4486,0.4034,0.7143,0.2873,0.4434
Jimmy McKinney,2010 - 2011,74,1993.8,0.3981,0.3536,0.7941,0.3691,0.4316
Jimmy McKinney,2011 - 2012,74,2193.5,0.4496,0.3947,0.8496,0.4486,0.4683
Jimmy McKinney,2013 - 2014,66,1600.6,0.4009,0.3557,0.6,0.3224,0.399
Jimmy McKinney,2015 - 2016,58,1198.1,0.4015,0.3859,0.8421,0.3981,0.4177
Jimmy Oliver,2005 - 2006,13,346.5,0.4464,0.3857,0.8667,0.404,0.4569
Jimmy Salem,2014 - 2015,24,738.5,0.3921,0.2911,0.6866,0.3345,0.4236
Jimmy Salem,2017 - 2018,29,803.9,0.4055,0.3118,0.6613,0.3433,0.423
Jimmy Salem,2018 - 2019,21,569.2,0.4085,0.25,0.6591,0.3074,0.4219
Jimmy Salem,2019 - 2020,3,93.3,0.5,0.6,1.0,0.4287,0.5909
Jimmy de Oliveira,2013 - 2014,35,859.1,0.3976,0.3248,0.7561,0.3154,0.4126
Jimmy de Oliveira,2015 - 2016,40,680.2,0.5131,0.4217,0.7619,0.4102,0.5371
Jimmy de Oliveira,2016 - 2017,33,955.4,0.4724,0.3897,0.8065,0.359,0.4934
Jimmy de Oliveira,2017 - 2018,37,1105.7,0.478,0.2897,0.7059,0.3654,0.4488
Jimmy de Oliveira,2018 - 2019,36,906.9,0.4587,0.3398,0.7647,0.3121,0.4538
Jimmy de Oliveira,2019 - 2020,25,612.7,0.4759,0.3833,0.6667,0.2824,0.4664
Jin Lipeng,2011 - 2012,33,608.4,0.4615,0.458,0.8222,0.5342,0.4988
Jin Park-Bong,2019 - 2020,13,69.2,0.25,0.0,nan,0.0578,0.1667
Jin Xin,2018 - 2019,43,917.5,0.4472,0.2958,0.7727,0.254,0.4586
Jin Xin,2019 - 2020,46,1312.0,0.4841,0.3271,0.7684,0.3369,0.5027
Jin-Soo Choi,2011 - 2012,54,1704.8,0.4974,0.3168,0.8548,0.4546,0.5526
Jin-Soo Choi,2012 - 2013,49,1610.6,0.4202,0.3103,0.7903,0.3769,0.4527
Jin-Soo Choi,2013 - 2014,56,1301.9,0.4135,0.3533,0.7966,0.3503,0.431
Jin-Soo Choi,2016 - 2017,55,1082.8,0.4129,0.3846,0.7632,0.3408,0.4556
Jin-Soo Choi,2017 - 2018,49,1438.9,0.4519,0.3438,0.6942,0.4045,0.4627
Jin-Soo Choi,2018 - 2019,54,1655.7,0.4458,0.3684,0.6941,0.4349,0.4709
Jin-Soo Choi,2019 - 2020,35,854.2,0.4248,0.2692,0.6944,0.3559,0.4321
Jin-Won Hwang,2011 - 2012,56,1248.8,0.3711,0.3375,0.7766,0.2907,0.4283
JinLin Guo,2019 - 2020,14,133.0,0.3529,0.4286,0.5,0.2481,0.3889
Jing Hanyi,2019 - 2020,27,714.0,0.472,0.3924,0.6458,0.3697,0.478
Jingjia He,2019 - 2020,36,808.0,0.5083,0.1875,0.55,0.2723,0.4981
Jinglong Li,2014 - 2015,36,691.9,0.4253,0.4277,0.8095,0.3989,0.4461
Jinglong Li,2015 - 2016,41,753.8,0.3241,0.3224,0.7727,0.3317,0.3436
Jinglong Li,2016 - 2017,42,1080.3,0.3578,0.3702,0.7,0.3258,0.3796
Jinglong Li,2017 - 2018,51,1015.7,0.3758,0.3596,0.8163,0.3407,0.407
Jinglong Li,2018 - 2019,53,1254.8,0.4367,0.4269,0.8049,0.4208,0.4519
Jinglong Li,2019 - 2020,40,1057.0,0.3559,0.363,0.7258,0.3775,0.3917
Jingyu Li,2012 - 2013,42,1182.9,0.477,0.3768,0.8056,0.4235,0.4634
Jingyu Li,2013 - 2014,34,1010.0,0.3987,0.3353,0.76,0.3119,0.3955
Jingyu Li,2014 - 2015,33,1105.5,0.4299,0.4277,0.7368,0.3519,0.4508
Jingyu Li,2015 - 2016,41,1298.5,0.4151,0.3818,0.8095,0.2811,0.4168
Jingyu Li,2016 - 2017,42,983.2,0.4193,0.4112,0.75,0.3895,0.4371
Jingyu Li,2017 - 2018,35,1018.6,0.4573,0.3704,0.7273,0.3456,0.4467
Jingyu Li,2018 - 2019,21,634.2,0.4051,0.39,0.6154,0.2886,0.419
Jingyu Li,2019 - 2020,47,1447.0,0.4367,0.4043,0.7105,0.3262,0.4411
Jinlong Chen,2019 - 2020,29,274.0,0.3896,0.2432,0.5,0.292,0.3676
Jinming Cui,2013 - 2014,29,876.1,0.4444,0.3404,0.7115,0.2523,0.4757
Jinming Cui,2014 - 2015,36,1291.6,0.479,0.4113,0.85,0.3004,0.4898
Jinming Cui,2015 - 2016,38,1657.4,0.4763,0.3405,0.67,0.3693,0.469
Jinming Cui,2016 - 2017,33,1312.2,0.455,0.3154,0.81,0.378,0.4821
Jinming Cui,2017 - 2018,38,1264.1,0.4121,0.2645,0.7818,0.2634,0.4172
Jinming Cui,2018 - 2019,47,1413.5,0.5,0.3621,0.7907,0.3679,0.5347
Jinming Cui,2019 - 2020,47,1635.0,0.485,0.3071,0.766,0.3664,0.5082
Jinqiu Hu,2015 - 2016,41,618.6,0.6164,0.0,0.6462,0.3847,0.6222
Jinqiu Hu,2016 - 2017,42,1410.1,0.655,0.0,0.748,0.4659,0.675
Jinqiu Hu,2017 - 2018,54,1883.1,0.6538,0.5,0.8323,0.5406,0.6888
Jinqiu Hu,2018 - 2019,53,1916.5,0.6811,0.0,0.774,0.5484,0.6964
Jinqiu Hu,2019 - 2020,47,1586.0,0.6296,0.3529,0.7744,0.5757,0.6525
Jinxiao Li,2019 - 2020,41,486.0,0.5203,0.5,0.8065,0.3169,0.5769
Jinyoung Kim,2019 - 2020,15,127.2,0.3953,0.2308,0.3333,0.3223,0.3529
Jiri Cernosek,2011 - 2012,33,571.5,0.4205,0.3231,0.7321,0.3955,0.4557
Jiri Dedek,2019 - 2020,24,310.8,0.4048,0.371,1.0,0.2992,0.3986
Jiri Holanda,2011 - 2012,46,1178.0,0.3777,0.3146,0.8095,0.3701,0.4148
Jiri Hubalek,2008 - 2009,26,517.0,0.4677,0.3333,0.6897,0.4159,0.4604
Jiri Hubalek,2017 - 2018,37,1154.4,0.5804,0.3673,0.7627,0.6298,0.5955
Jiri Jelinek,2011 - 2012,44,843.1,0.4801,0.3562,0.7423,0.4602,0.5148
Jiri Jelinek,2013 - 2014,42,1198.1,0.417,0.2826,0.7347,0.4031,0.4355
Jiri Jelinek,2014 - 2015,52,921.5,0.4902,0.3793,0.771,0.5914,0.5267
Jiri Jelinek,2015 - 2016,47,1002.5,0.4128,0.2968,0.7612,0.418,0.4216
Jiri Jelinek,2016 - 2017,28,739.8,0.4466,0.3983,0.7742,0.4339,0.4804
Jiri Jelinek,2017 - 2018,44,856.2,0.4375,0.3986,0.7692,0.424,0.4609
Jiri Jelinek,2019 - 2020,28,341.6,0.3684,0.325,0.7895,0.3659,0.3897
Jiri Slavik,2011 - 2012,39,669.2,0.5067,0.2308,0.5818,0.2884,0.4795
Jiri Slavik,2012 - 2013,42,812.1,0.4726,0.2667,0.5579,0.3608,0.4617
Jiri Slavik,2013 - 2014,41,888.0,0.5017,0.3625,0.4797,0.4302,0.4738
Jiri Slavik,2015 - 2016,45,854.0,0.4563,0.2933,0.4821,0.3267,0.4282
Jiri Soula,2015 - 2016,33,869.6,0.3955,0.3592,0.8072,0.3634,0.4626
Jiri Soula,2016 - 2017,32,843.1,0.3831,0.28,0.7766,0.3487,0.4512
Jiri Stepanek,2019 - 2020,17,82.7,0.4828,0.2,0.7778,0.4474,0.4792
Jiri Welsch,2000 - 2001,15,252.7,0.4028,0.25,0.9333,0.3047,0.4486
Jiri Welsch,2001 - 2002,12,392.4,0.4503,0.2826,0.8382,0.525,0.5208
Jiri Welsch,2003 - 2004,85,2284.0,0.4299,0.3784,0.7535,0.3406,0.4879
Jiri Welsch,2004 - 2005,71,1319.0,0.4016,0.3091,0.7633,0.3495,0.48
Jiri Welsch,2006 - 2007,61,1342.7,0.4785,0.3694,0.6149,0.3694,0.4938
Jiri Welsch,2007 - 2008,55,1387.6,0.4693,0.3385,0.6872,0.3625,0.5022
Jiri Welsch,2008 - 2009,50,1088.6,0.4944,0.4019,0.7551,0.3518,0.5274
Jiri Welsch,2009 - 2010,55,1168.0,0.415,0.3222,0.6389,0.2928,0.4472
Jiri Welsch,2010 - 2011,48,924.9,0.4339,0.2727,0.5,0.2811,0.4342
Jiri Welsch,2011 - 2012,41,1034.0,0.4321,0.2778,0.6719,0.2959,0.4939
Jiri Welsch,2012 - 2013,48,1090.3,0.462,0.2045,0.6371,0.3595,0.4829
Jiri Welsch,2013 - 2014,38,860.5,0.4358,0.2174,0.5455,0.2289,0.444
Jiri Welsch,2014 - 2015,32,819.4,0.4444,0.25,0.72,0.277,0.4737
Jiri Welsch,2015 - 2016,26,535.2,0.42,0.2,0.6829,0.2971,0.4444
Jiri Welsch,2016 - 2017,43,757.2,0.4715,0.2667,0.5,0.2721,0.4637
Jiri Welsch,2017 - 2018,41,983.5,0.4384,0.125,0.6296,0.2328,0.4478
Jirian Roodheuvel,2012 - 2013,29,645.0,0.4074,0.3934,0.5135,0.2682,0.4192
Jito Kok,2018 - 2019,24,577.0,0.4932,nan,0.6338,0.331,0.5388
Jito Kok,2019 - 2020,17,479.0,0.541,nan,0.6491,0.3528,0.5754
JiuLong Liu,2011 - 2012,27,547.5,0.4649,0.2,0.775,0.2539,0.5244
Jiwan Kim,2014 - 2015,55,1045.0,0.4251,0.359,0.8235,0.2679,0.4397
Jiwan Kim,2015 - 2016,52,1515.5,0.4174,0.3968,0.7778,0.2692,0.4382
Jiwan Kim,2016 - 2017,50,962.3,0.4146,0.3421,0.6667,0.3221,0.4072
Jiwan Kim,2019 - 2020,22,604.8,0.4539,0.381,0.7727,0.3092,0.4574
Jo Freimann,2019 - 2020,19,212.0,0.4259,0.3667,0.7857,0.3208,0.4592
Jo Hoeser,2018 - 2019,27,441.3,0.3655,0.2821,0.7778,0.3399,0.3977
Jo Hoeser,2019 - 2020,23,726.7,0.4866,0.3295,0.75,0.3936,0.4863
Joachim Bohn,2012 - 2013,26,767.4,0.3836,0.32,0.6667,0.232,0.4149
Joachim Bohn,2016 - 2017,29,689.7,0.3817,0.2281,0.6286,0.1957,0.3812
Joachim Bohn,2019 - 2020,22,371.6,0.3846,0.3125,0.7143,0.1615,0.4082
Joachim Kahler,2013 - 2014,21,543.4,0.3207,0.2787,0.8293,0.3147,0.3846
Joah Tucker,2006 - 2007,34,992.0,0.4482,0.3243,0.7363,0.4385,0.4614
Joakim Blom,2003 - 2004,64,1695.6,0.4514,0.3881,0.6538,0.3633,0.4662
Joakim Blom,2004 - 2005,60,1360.0,0.4286,0.1509,0.5789,0.2985,0.408
Joakim Blom,2005 - 2006,60,1365.8,0.4364,0.3514,0.5128,0.2782,0.4245
Joakim Blom,2011 - 2012,39,1253.3,0.4702,0.3228,0.8372,0.4508,0.4818
Joakim Blom,2012 - 2013,37,1158.8,0.4681,0.2883,0.7412,0.3737,0.474
Joakim Kjellbom,2013 - 2014,50,1503.1,0.6015,0.0,0.625,0.491,0.5997
Joakim Kjellbom,2014 - 2015,39,1133.0,0.6019,0.0,0.6923,0.5243,0.6189
Joakim Kjellbom,2015 - 2016,43,1287.0,0.6145,0.2857,0.6703,0.5175,0.627
Joakim Kjellbom,2016 - 2017,40,1163.8,0.6017,nan,0.6875,0.4365,0.6247
Joakim Kjellbom,2017 - 2018,40,1171.5,0.653,nan,0.7322,0.548,0.6783
Joakim Kjellbom,2018 - 2019,39,1057.7,0.599,0.0,0.6328,0.5285,0.6049
Joakim Noah,2007 - 2008,74,1533.7,0.4823,0.0,0.6907,0.3182,0.5534
Joakim Noah,2008 - 2009,87,2209.3,0.5508,0.0,0.686,0.2752,0.5943
Joakim Noah,2009 - 2010,69,2112.9,0.5061,nan,0.7605,0.3602,0.5808
Joakim Noah,2010 - 2011,16,529.5,0.4113,nan,0.7255,0.2625,0.5029
Joakim Noah,2011 - 2012,67,2044.0,0.5194,0.0,0.7419,0.341,0.5845
Joakim Noah,2012 - 2013,78,2834.9,0.474,0.0,0.7355,0.3221,0.5417
Joakim Noah,2013 - 2014,85,3029.6,0.4768,0.0,0.7301,0.3496,0.5506
Joakim Noah,2014 - 2015,79,2443.7,0.4394,0.0,0.5773,0.2267,0.4764
Joan Sastre,2012 - 2013,46,995.3,0.4308,0.3987,0.7818,0.3255,0.4614
Joan Sastre,2014 - 2015,49,836.7,0.4803,0.4143,0.7059,0.2378,0.4922
Joan Sastre,2015 - 2016,46,1130.1,0.5092,0.4286,0.8087,0.4292,0.5491
Joan Sastre,2016 - 2017,63,1322.0,0.4454,0.3333,0.7538,0.3601,0.4753
Joan Sastre,2019 - 2020,32,454.4,0.4904,0.4921,0.8077,0.3389,0.5337
Joanic Gruttner Bacoul,2019 - 2020,34,235.6,0.4889,0.3889,0.25,0.2377,0.4096
Joao Bernardi,2016 - 2017,28,419.1,0.4245,0.3611,0.7333,0.2983,0.4651
Joao Pedro Nunes Jordao,2015 - 2016,13,203.2,0.4265,0.3214,0.5882,0.3789,0.4248
Joao Pedro Nunes Jordao,2016 - 2017,32,731.7,0.3436,0.2843,0.6818,0.2733,0.3476
Joao Pedro Nunes Jordao,2019 - 2020,20,130.8,0.5,0.4706,nan,0.2599,0.4884
Joao Santos,2005 - 2006,34,578.0,0.4051,0.3964,0.8621,0.3408,0.4463
Joao Santos,2006 - 2007,33,581.0,0.3873,0.3445,0.85,0.3597,0.4277
Joao Santos,2007 - 2008,34,569.3,0.4155,0.3864,0.8438,0.3144,0.458
Joao Soares,2015 - 2016,4,44.5,0.5833,0.4,0.0,0.3596,0.5
Joao Soares,2016 - 2017,11,207.9,0.3214,0.1739,0.5556,0.2165,0.3068
Joao Soares,2017 - 2018,6,126.9,0.3846,0.3636,nan,0.1891,0.3784
Joao Soares,2018 - 2019,6,166.8,0.3409,0.2609,1.0,0.2278,0.3333
Joao Vitor Franca,2019 - 2020,27,508.6,0.5912,0.4615,0.6667,0.5427,0.6079
Joaquim Gomes,2004 - 2005,80,1262.9,0.6221,0.1,0.5878,0.3722,0.6
Joaquin Baeza,2016 - 2017,55,1286.2,0.3919,0.3717,0.6667,0.2262,0.389
Joaquin Portugues,2018 - 2019,36,992.8,0.3344,0.3286,0.5357,0.3193,0.3514
Joaquin Rodriguez,2019 - 2020,27,624.0,0.3507,0.304,0.7353,0.3381,0.3703
Joaquin Shuchman,2018 - 2019,33,1072.0,0.376,0.2764,0.6429,0.2435,0.3908
Joaquin Shuchman,2019 - 2020,30,665.0,0.3446,0.2442,0.7083,0.2105,0.345
Joaquin Szuchman,2016 - 2017,33,884.0,0.3846,0.2788,0.5111,0.2398,0.3697
Joaquin Szuchman,2017 - 2018,37,1181.0,0.4237,0.3115,0.5574,0.2887,0.4007
Joaquin Valinotti,2019 - 2020,24,509.3,0.3923,0.3077,0.7692,0.2867,0.406
Joaquin Villanueva,2018 - 2019,45,687.1,0.4949,0.3913,0.8421,0.3551,0.525
Joaquin Villanueva,2019 - 2020,47,724.3,0.4486,0.3836,0.8611,0.3106,0.483
Jobey Thomas,2006 - 2007,34,885.0,0.4911,0.4471,0.8333,0.4486,0.5129
Jobey Thomas,2007 - 2008,38,1211.0,0.4943,0.4587,0.8462,0.5012,0.5269
Jobey Thomas,2008 - 2009,48,1189.1,0.435,0.3958,0.8769,0.4541,0.4607
Jobey Thomas,2009 - 2010,28,804.0,0.4494,0.4167,0.9556,0.4204,0.491
Jobey Thomas,2011 - 2012,32,945.2,0.4218,0.4069,0.9111,0.3661,0.4628
Jock Landale,2018 - 2019,17,411.3,0.622,0.381,0.5172,0.4401,0.5763
Jock Landale,2019 - 2020,48,860.1,0.5385,0.3297,0.7815,0.5174,0.558
Jodie Meeks,2010 - 2011,79,2186.7,0.4243,0.3989,0.892,0.3718,0.4882
Jodie Meeks,2011 - 2012,79,1745.9,0.4057,0.3584,0.9192,0.3385,0.4489
Jodie Meeks,2012 - 2013,78,1663.2,0.3868,0.3567,0.8958,0.3716,0.4267
Jodie Meeks,2013 - 2014,77,2556.0,0.463,0.401,0.8566,0.473,0.5122
Jodie Meeks,2017 - 2018,77,1118.7,0.3995,0.3429,0.8632,0.4353,0.4583
Jodie Meeks,2018 - 2019,14,66.5,0.3103,0.1538,0.6667,0.3308,0.2889
Joe Alexander,2015 - 2016,46,1119.0,0.4879,0.3059,0.7812,0.496,0.5357
Joe Alexander,2017 - 2018,38,1061.0,0.5492,0.25,0.7347,0.5042,0.5927
Joe Benjamin,2011 - 2012,32,1064.4,0.5371,0.3585,0.7547,0.4331,0.5645
Joe Benjamin,2012 - 2013,30,733.8,0.5303,0.4333,0.6974,0.4715,0.5568
Joe Benjamin,2013 - 2014,30,963.7,0.5496,0.3855,0.6694,0.5676,0.5517
Joe Biever,2012 - 2013,23,615.0,0.529,0.375,0.6207,0.3008,0.549
Joe Biever,2013 - 2014,31,762.8,0.4716,0.3571,0.6418,0.2963,0.4947
Joe Biever,2014 - 2015,30,794.5,0.4242,0.3125,0.7703,0.3021,0.4875
Joe Biever,2015 - 2016,26,682.6,0.4855,0.3824,0.7534,0.3457,0.5429
Joe Biever,2016 - 2017,30,855.6,0.4065,0.2667,0.6629,0.291,0.4463
Joe Biever,2017 - 2018,25,735.1,0.3802,0.2909,0.7273,0.3074,0.4567
Joe Biever,2018 - 2019,28,927.7,0.4568,0.25,0.6977,0.3471,0.4786
Joe Biever,2019 - 2020,21,590.1,0.4247,0.2647,0.7609,0.2847,0.469
Joe Burton,2013 - 2014,28,1064.7,0.5232,0.0,0.764,0.5729,0.5902
Joe Burton,2014 - 2015,33,880.0,0.5462,0.0,0.7627,0.5318,0.6
Joe Burton,2019 - 2020,23,385.0,0.5938,0.0,0.7727,0.4831,0.6322
Joe Chapman,2011 - 2012,30,1058.0,0.4562,0.3895,0.6526,0.5709,0.4572
Joe Chapman,2012 - 2013,37,1265.3,0.3943,0.345,0.6575,0.4505,0.3985
Joe Chapman,2015 - 2016,35,1105.8,0.4278,0.3349,0.7018,0.3961,0.4211
Joe Crawford,2011 - 2012,27,1002.0,0.4107,0.3189,0.6987,0.521,0.4469
Joe Crispin,2005 - 2006,34,1035.0,0.4363,0.3658,0.8593,0.6541,0.4742
Joe Furstinger,2018 - 2019,33,995.2,0.6885,0.3,0.7516,0.5466,0.6844
Joe Furstinger,2019 - 2020,22,579.5,0.5767,0.125,0.7534,0.4745,0.5971
Joe Harris,2017 - 2018,78,1974.5,0.4911,0.419,0.8269,0.4285,0.4995
Joe Harris,2018 - 2019,81,2442.8,0.493,0.4595,0.8369,0.4442,0.519
Joe Harris,2019 - 2020,69,2122.8,0.486,0.4236,0.7191,0.4701,0.4824
Joe Ikhinmwin,2013 - 2014,35,755.3,0.4643,0.2,0.7273,0.376,0.4755
Joe Ikhinmwin,2014 - 2015,30,689.9,0.4455,0.3333,0.7179,0.358,0.4461
Joe Ikhinmwin,2015 - 2016,32,579.1,0.4181,0.3377,0.5588,0.3367,0.4132
Joe Ikhinmwin,2016 - 2017,36,675.0,0.4611,0.3,0.6731,0.3511,0.4554
Joe Ikhinmwin,2017 - 2018,29,476.9,0.5036,0.3521,0.6571,0.3942,0.4816
Joe Ikhinmwin,2019 - 2020,14,218.5,0.4286,0.4318,0.75,0.3616,0.4522
Joe Ingles,2009 - 2010,34,992.8,0.4382,0.3517,0.6944,0.3767,0.4664
Joe Ingles,2011 - 2012,22,292.9,0.3511,0.225,0.8,0.3107,0.3766
Joe Ingles,2012 - 2013,61,1197.7,0.439,0.3924,0.7711,0.3156,0.4773
Joe Ingles,2013 - 2014,64,1354.0,0.4522,0.3655,0.6528,0.2836,0.4557
Joe Ingles,2014 - 2015,79,1672.6,0.4153,0.3564,0.75,0.2368,0.4178
Joe Ingles,2015 - 2016,81,1241.1,0.4261,0.3857,0.7222,0.2756,0.42
Joe Ingles,2016 - 2017,93,2305.6,0.4464,0.4312,0.7273,0.2828,0.4648
Joe Ingles,2017 - 2018,93,2961.1,0.4672,0.4418,0.77,0.3715,0.4784
Joe Ingles,2018 - 2019,87,2718.2,0.4422,0.3848,0.7073,0.3775,0.4444
Joe Ingles,2019 - 2020,79,2370.9,0.4415,0.3944,0.8,0.3252,0.4573
Joe Jackson,2015 - 2016,66,1478.7,0.4871,0.3716,0.6622,0.681,0.5021
Joe Johnson,2001 - 2002,77,1916.0,0.4298,0.2923,0.7736,0.3032,0.4302
Joe Johnson,2002 - 2003,88,2419.0,0.3896,0.3532,0.7597,0.3452,0.4229
Joe Johnson,2003 - 2004,82,3329.0,0.4299,0.3051,0.75,0.4106,0.4524
Joe Johnson,2004 - 2005,91,3593.0,0.4655,0.4852,0.7418,0.4367,0.5003
Joe Johnson,2005 - 2006,82,3340.5,0.453,0.3556,0.7909,0.4948,0.4897
Joe Johnson,2006 - 2007,57,2359.4,0.4706,0.3814,0.7484,0.6044,0.5042
Joe Johnson,2007 - 2008,89,3618.0,0.4305,0.3854,0.8398,0.5304,0.4892
Joe Johnson,2008 - 2009,90,3553.2,0.4345,0.3586,0.8034,0.5257,0.482
Joe Johnson,2009 - 2010,87,3326.2,0.4492,0.3529,0.8167,0.546,0.4827
Joe Johnson,2010 - 2011,84,3051.0,0.4422,0.3129,0.8035,0.5041,0.4718
Joe Johnson,2011 - 2012,66,2369.4,0.4463,0.3743,0.8381,0.52,0.4816
Joe Johnson,2012 - 2013,79,2913.5,0.4225,0.3641,0.8235,0.4373,0.4468
Joe Johnson,2013 - 2014,91,3043.7,0.4659,0.4026,0.8193,0.4925,0.495
Joe Johnson,2014 - 2015,86,3040.2,0.429,0.3519,0.8,0.4121,0.4555
Joe Johnson,2015 - 2016,95,3195.7,0.4376,0.3705,0.8373,0.3636,0.465
Joe Johnson,2016 - 2017,89,2169.3,0.4361,0.3993,0.8043,0.3951,0.4558
Joe Johnson,2017 - 2018,55,1204.8,0.4056,0.2759,0.8889,0.3088,0.4109
Joe Kalmes,2017 - 2018,27,545.5,0.4343,0.1765,0.7576,0.3923,0.4466
Joe Kalmes,2019 - 2020,19,410.6,0.5234,0.2857,0.6176,0.4481,0.5223
Joe Krabbenhoft,2010 - 2011,12,288.9,0.4217,0.3438,0.9,0.3738,0.5034
Joe Lawson,2018 - 2019,46,914.8,0.5057,0.425,0.7273,0.5334,0.5167
Joe Lawson,2019 - 2020,40,832.6,0.4662,0.3125,0.76,0.4372,0.4858
Joe McNaull,2005 - 2006,33,577.7,0.56,nan,0.6818,0.3912,0.5845
Joe O'Shea,2015 - 2016,23,623.0,0.4733,0.3284,0.7234,0.2889,0.4816
Joe Ragland,2013 - 2014,49,1505.7,0.5221,0.4542,0.8231,0.5101,0.5477
Joe Ragland,2014 - 2015,64,1364.6,0.4738,0.4087,0.8286,0.4507,0.5019
Joe Ragland,2015 - 2016,30,855.0,0.4726,0.4,0.8554,0.4667,0.5168
Joe Ragland,2016 - 2017,35,1070.0,0.4956,0.4091,0.8519,0.5785,0.5238
Joe Ragland,2017 - 2018,18,439.9,0.4341,0.2973,0.7692,0.4774,0.4441
Joe Ragland,2018 - 2019,16,430.6,0.5562,0.3542,0.7593,0.5481,0.5611
Joe Rahon,2017 - 2018,33,778.0,0.4339,0.3571,0.6129,0.2674,0.4345
Joe Rahon,2018 - 2019,74,1767.6,0.4493,0.3,0.6078,0.2693,0.4421
Joe Rahon,2019 - 2020,36,1077.4,0.4074,0.3448,0.7941,0.232,0.4737
Joe Rocca,2018 - 2019,35,905.2,0.4916,0.3731,0.8119,0.5325,0.5195
Joe Scott,2018 - 2019,39,1178.2,0.4437,0.4042,0.7529,0.5076,0.4614
Joe Shipp,2003 - 2004,10,263.8,0.4471,0.25,0.7419,0.3904,0.4924
Joe Smith,1999 - 2000,82,2054.0,0.4641,0.5,0.7577,0.3856,0.5488
Joe Smith,2001 - 2002,72,1922.0,0.5112,0.6667,0.8301,0.3991,0.5949
Joe Smith,2003 - 2004,81,2429.0,0.443,0.1667,0.8622,0.3689,0.5455
Joe Smith,2004 - 2005,74,2266.0,0.5137,0.0,0.7675,0.3588,0.5812
Joe Smith,2005 - 2006,43,1324.8,0.4133,0.4077,0.7926,0.4921,0.4873
Joe Smith,2007 - 2008,90,1989.0,0.4787,0.0,0.7434,0.4344,0.5392
Joe Smith,2008 - 2009,109,2467.1,0.4506,0.3843,0.8022,0.4171,0.5106
Joe Smith,2009 - 2010,32,947.7,0.4251,0.3797,0.8364,0.4653,0.484
Joe Smith,2011 - 2012,43,1439.1,0.4391,0.3912,0.7897,0.5177,0.4918
Joe Smith,2012 - 2013,39,1261.1,0.508,0.437,0.8615,0.5329,0.5401
Joe Smith,2013 - 2014,35,1121.5,0.478,0.4265,0.8785,0.4744,0.5249
Joe Smith,2014 - 2015,33,917.4,0.426,0.3559,0.9192,0.4753,0.486
Joe Spinks,2002 - 2003,10,352.0,0.4124,0.3134,0.6053,0.5398,0.4149
Joe Spinks,2003 - 2004,10,323.8,0.3429,0.3016,0.5185,0.5158,0.3664
Joe Spinks,2005 - 2006,8,235.2,0.3462,0.2188,0.697,0.3571,0.3986
Joe Thomasson,2017 - 2018,25,767.6,0.4286,0.3,0.9271,0.4325,0.5114
Joe Thomasson,2018 - 2019,21,677.4,0.4982,0.4048,0.8142,0.5994,0.5565
Joe Thomasson,2019 - 2020,34,925.0,0.5143,0.3723,0.8256,0.4259,0.5435
Joe Trapani,2012 - 2013,64,1446.2,0.422,0.1895,0.75,0.4702,0.4519
